"행정구역","2023년06월_남_총인구수","2023년06월_남_연령구간인구수","2023년06월_남_0~9세","2023년06월_남_10~19세","2023년06월_남_20~29세","2023년06월_남_30~39세","2023년06월_남_40~49세","2023년06월_남_50~59세","2023년06월_남_60~69세","2023년06월_남_70~79세","2023년06월_남_80~89세","2023년06월_남_90~99세","2023년06월_남_100세 이상","2023년06월_여_총인구수","2023년06월_여_연령구간인구수","2023년06월_여_0~9세","2023년06월_여_10~19세","2023년06월_여_20~29세","2023년06월_여_30~39세","2023년06월_여_40~49세","2023년06월_여_50~59세","2023년06월_여_60~69세","2023년06월_여_70~79세","2023년06월_여_80~89세","2023년06월_여_90~99세","2023년06월_여_100세 이상"
"인천광역시 강화군 교동면(2871040000)","1,427","1,427","27","57","77","78","117","238","380","267","167","19","0","1,339","1,339","21","44","46","54","62","207","345","286","228","46","0"
"인천광역시 강화군 삼산면(2871041000)","1,120","1,120","28","56","58","54","102","192","335","182","103","10","0","1,024","1,024","20","23","40","42","54","162","293","196","154","38","2"
"인천광역시 강화군 서도면(2871042000)","193","193","2","11","4","14","17","26","57","41","18","3","0","183","183","3","7","8","12","7","22","52","31","35","6","0"
"인천광역시 강화군 서도면볼음출장소(2871042500)","153","153","1","3","10","1","8","22","58","27","22","1","0","121","121","3","0","5","3","3","20","38","29","18","2","0"
"인천광역시 옹진군 (2872000000)","11,703","11,703","367","588","1,800","1,160","1,403","1,962","2,601","1,278","481","61","2","8,787","8,787","366","466","681","626","822","1,400","2,147","1,254","803","205","17"
"인천광역시 옹진군 북도면(2872031000)","595","595","7","22","47","32","59","96","193","107","27","5","0","561","561","13","27","26","29","47","83","174","93","48","17","4"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","516","516","8","8","32","36","57","114","140","91","25","4","1","461","461","8","12","18","18","42","85","135","80","48","14","1"
"인천광역시 옹진군 백령면(2872033000)","2,904","2,904","121","144","741","355","385","370","463","223","86","16","0","2,022","2,022","129","141","216","207","204","257","416","223","173","53","3"
"인천광역시 옹진군 대청면(2872034000)","697","697","14","34","113","75","92","114","142","72","37","4","0","508","508","15","24","46","43","39","77","114","91","51","8","0"
"인천광역시 옹진군 대청면소청출장소(2872034500)","133","133","1","0","28","12","7","22","34","24","5","0","0","83","83","3","0","2","4","3","9","19","29","12","2","0"
"인천광역시 옹진군 덕적면(2872035000)","1,085","1,085","17","70","75","53","98","204","311","177","73","7","0","852","852","21","26","47","22","49","131","221","184","116","32","3"
"인천광역시 옹진군 영흥면(2872036000)","3,697","3,697","133","227","347","361","472","697","894","395","154","16","1","2,911","2,911","127","175","178","210","326","550","702","387","209","43","4"
"인천광역시 옹진군 자월면(2872037000)","528","528","11","10","36","31","56","109","149","91","32","3","0","447","447","1","12","29","18","25","69","136","83","61","12","1"
"인천광역시 옹진군 자월면이작출장소(2872037500)","200","200","4","12","8","15","17","40","62","29","11","2","0","181","181","3","11","10","5","16","23","51","24","28","9","1"
"인천광역시 옹진군 연평면(2872038000)","1,348","1,348","51","61","373","190","160","196","213","69","31","4","0","761","761","46","38","109","70","71","116","179","60","57","15","0"
"광주광역시  (2900000000)","703,887","703,887","52,853","76,949","101,514","90,235","114,735","118,301","86,948","43,038","17,840","1,456","18","720,931","720,931","50,442","71,910","93,053","84,895","115,716","120,626","94,953","54,107","29,902","5,121","206"
"광주광역시 동구 (2911000000)","52,558","52,558","3,873","3,859","7,612","7,294","7,677","7,839","7,334","4,500","2,355","211","4","54,108","54,108","3,643","3,646","7,285","6,938","6,910","7,948","8,204","5,728","3,268","515","23"
"광주광역시 동구 충장동(2911052500)","2,634","2,634","43","59","650","473","291","366","380","267","91","14","0","2,708","2,708","28","79","1,042","428","207","248","327","217","116","15","1"
"광주광역시 동구 동명동(2911054500)","1,866","1,866","33","87","387","248","250","252","255","208","134","12","0","1,858","1,858","46","87","378","191","189","244","267","269","165","20","2"
"광주광역시 동구 계림1동(2911056000)","5,545","5,545","467","311","692","963","820","894","783","412","187","15","1","5,004","5,004","425","266","602","840","638","738","724","485","237","47","2"
"광주광역시 동구 계림2동(2911057000)","6,415","6,415","883","593","651","1,142","1,073","796","650","386","226","15","0","6,727","6,727","784","537","615","1,175","1,050","873","759","564","328","41","1"
"광주광역시 동구 산수1동(2911059000)","4,099","4,099","227","320","589","482","627","681","626","352","175","20","0","4,051","4,051","207","315","467","464","503","669","621","472","293","39","1"
"광주광역시 동구 산수2동(2911060000)","4,815","4,815","290","352","574","541","680","821","757","475","296","29","0","5,122","5,122","267","350","567","499","613","838","932","648","360","47","1"
"광주광역시 동구 지산1동(2911062000)","2,136","2,136","84","168","521","239","281","289","290","160","102","2","0","2,007","2,007","51","136","412","174","221","305","301","233","151","22","1"
"광주광역시 동구 지산2동(2911063000)","2,241","2,241","87","186","483","215","274","358","296","189","140","13","0","2,094","2,094","73","138","375","161","237","330","323","258","175","21","3"
"광주광역시 동구 서남동(2911065500)","1,567","1,567","23","44","508","209","158","213","200","135","68","7","2","1,399","1,399","33","64","462","135","99","143","190","151","104","18","0"
"광주광역시 동구 학동(2911068500)","3,513","3,513","308","265","461","455","560","524","470","307","150","13","0","3,880","3,880","299","265","503","473","513","553","587","431","224","30","2"
"광주광역시 동구 학운동(2911071000)","5,237","5,237","251","457","647","478","620","806","885","655","391","47","0","5,885","5,885","241","413","549","466","709","887","1,131","869","524","92","4"
"광주광역시 동구 지원1동(2911073000)","4,427","4,427","345","389","528","567","671","687","652","410","168","10","0","4,633","4,633","297","358","474","571","600","751","802","487","240","51","2"
"광주광역시 동구 지원2동(2911074000)","8,063","8,063","832","628","921","1,282","1,372","1,152","1,090","544","227","14","1","8,740","8,740","892","638","839","1,361","1,331","1,369","1,240","644","351","72","3"
"광주광역시 서구 (2914000000)","140,017","140,017","9,282","14,989","21,408","17,467","21,994","24,253","17,718","8,949","3,639","316","2","146,083","146,083","8,721","13,590","20,337","16,532","23,051","25,545","19,997","11,229","5,998","1,034","49"
"광주광역시 서구 양동(2914057500)","1,650","1,650","52","67","161","164","201","278","321","256","137","13","0","1,691","1,691","27","63","140","104","150","224","368","378","205","31","1"
"광주광역시 서구 양3동(2914059000)","2,111","2,111","158","193","207","233","365","312","332","226","80","5","0","2,228","2,228","126","151","190","234","303","322","425","320","137","19","1"
"광주광역시 서구 농성1동(2914065000)","5,660","5,660","310","338","831","884","793","969","737","535","243","19","1","5,882","5,882","288","287","925","815","719","908","850","660","368","60","2"
"광주광역시 서구 농성2동(2914066000)","2,385","2,385","57","113","389","338","309","416","399","234","123","7","0","2,186","2,186","56","84","368","252","233","349","410","257","150","27","0"
"광주광역시 서구 광천동(2914073000)","3,837","3,837","223","268","462","446","628","760","605","312","121","12","0","3,590","3,590","205","238","414","377","478","666","627","364","185","34","2"
"광주광역시 서구 유덕동(2914074000)","5,399","5,399","391","600","846","716","939","1,015","548","222","118","4","0","5,168","5,168","335","539","698","621","873","931","558","371","208","34","0"
"광주광역시 서구 치평동(2914074500)","13,890","13,890","852","1,382","2,378","2,064","2,091","2,484","1,618","654","330","37","0","15,444","15,444","918","1,365","2,598","2,078","2,339","2,925","1,692","890","562","76","1"
"광주광역시 서구 상무1동(2914075100)","12,118","12,118","675","1,084","2,218","1,861","1,925","2,024","1,338","726","248","19","0","12,033","12,033","683","1,170","2,216","1,470","1,838","1,969","1,485","794","343","65","0"
"광주광역시 서구 상무2동(2914075200)","11,126","11,126","450","819","1,949","1,557","1,525","1,806","1,698","935","353","34","0","11,711","11,711","444","692","2,117","1,310","1,383","1,866","1,895","1,205","682","112","5"
"광주광역시 서구 화정1동(2914076000)","7,504","7,504","371","554","1,376","1,235","1,101","1,131","891","533","280","32","0","8,211","8,211","362","474","1,640","1,163","1,057","1,206","1,108","723","399","73","6"
"광주광역시 서구 화정2동(2914077000)","9,964","9,964","1,066","1,498","1,088","1,164","1,900","1,318","1,098","618","206","8","0","9,939","9,939","950","1,048","903","1,251","1,964","1,419","1,332","706","313","50","3"
"광주광역시 서구 화정3동(2914078000)","4,584","4,584","238","462","730","505","595","753","705","400","178","18","0","4,814","4,814","190","390","606","464","630","844","882","502","251","50","5"
"광주광역시 서구 화정4동(2914079000)","9,400","9,400","891","976","1,270","1,261","1,384","1,306","1,388","697","208","19","0","10,077","10,077","778","877","1,151","1,189","1,514","1,656","1,726","752","361","70","3"
"광주광역시 서구 서창동(2914080000)","2,953","2,953","182","209","354","308","364","628","560","244","94","10","0","2,737","2,737","176","191","259","289","316","553","485","227","191","48","2"
"광주광역시 서구 금호1동(2914082100)","9,363","9,363","557","1,025","1,416","960","1,267","1,687","1,523","677","234","17","0","10,332","10,332","482","911","1,149","998","1,480","2,087","1,754","867","526","73","5"
"광주광역시 서구 금호2동(2914082400)","13,336","13,336","1,069","1,872","2,078","1,336","2,224","2,659","1,321","555","202","20","0","13,967","13,967","968","1,855","1,756","1,373","2,714","2,771","1,405","695","359","65","6"
"광주광역시 서구 풍암동(2914083000)","17,329","17,329","1,169","2,337","2,688","1,794","2,960","3,388","1,820","772","372","28","1","17,870","17,870","1,141","2,078","2,383","1,809","3,386","3,443","1,928","1,033","568","97","4"
"광주광역시 서구 동천동(2914084000)","7,408","7,408","571","1,192","967","641","1,423","1,319","816","353","112","14","0","8,203","8,203","592","1,177","824","735","1,674","1,406","1,067","485","190","50","3"
"광주광역시 남구 (2915500000)","101,069","101,069","7,783","11,208","12,869","11,802","16,580","15,609","13,505","8,012","3,421","274","6","109,693","109,693","7,437","11,273","12,309","11,846","17,069","17,009","16,226","10,181","5,349","956","38"
"광주광역시 남구 양림동(2915551000)","3,022","3,022","153","328","385","252","433","525","399","352","177","18","0","3,659","3,659","172","379","370","269","484","589","581","515","264","35","1"
"광주광역시 남구 방림1동(2915552000)","3,211","3,211","255","336","391","372","543","513","396","276","120","9","0","3,515","3,515","231","338","380","396","546","504","519","384","199","17","1"
"광주광역시 남구 방림2동(2915553000)","3,948","3,948","191","326","556","384","553","634","614","465","203","22","0","4,386","4,386","177","319","478","343","531","729","798","636","313","59","3"
"광주광역시 남구 봉선1동(2915553700)","6,025","6,025","364","655","862","704","933","949","840","456","236","26","0","6,872","6,872","325","614","849","693","979","1,108","1,094","691","437","80","2"
"광주광역시 남구 봉선2동(2915553800)","12,943","12,943","1,260","2,472","1,424","1,005","2,457","1,988","1,346","672","294","25","0","14,862","14,862","1,274","2,431","1,311","1,325","3,086","2,271","1,699","847","521","93","4"
"광주광역시 남구 사직동(2915554500)","2,496","2,496","105","135","294","308","370","434","407","284","147","12","0","2,313","2,313","110","107","282","255","255","338","384","348","211","21","2"
"광주광역시 남구 월산동(2915560500)","4,433","4,433","319","273","503","617","730","689","644","430","215","13","0","4,316","4,316","289","233","423","543","509","633","691","622","315","57","1"
"광주광역시 남구 월산4동(2915563000)","4,202","4,202","139","277","544","544","622","737","698","450","181","10","0","4,010","4,010","132","228","512","409","444","655","793","538","255","41","3"
"광주광역시 남구 월산5동(2915564000)","3,026","3,026","92","162","438","364","435","509","564","335","118","9","0","3,047","3,047","93","144","390","275","317","515","667","416","197","32","1"
"광주광역시 남구 백운1동(2915567000)","5,547","5,547","381","537","719","573","887","845","843","499","243","20","0","6,251","6,251","345","572","671","569","934","986","1,094","687","327","65","1"
"광주광역시 남구 백운2동(2915568000)","3,153","3,153","224","199","433","467","471","485","438","279","148","9","0","3,201","3,201","214","196","549","408","381","446","483","322","169","32","1"
"광주광역시 남구 주월1동(2915569000)","10,322","10,322","765","1,166","1,391","1,226","1,682","1,665","1,386","774","249","17","1","10,982","10,982","713","1,066","1,375","1,217","1,743","1,878","1,616","899","400","74","1"
"광주광역시 남구 주월2동(2915570000)","3,791","3,791","167","275","498","422","553","599","647","453","160","16","1","3,892","3,892","181","255","406","370","501","647","790","475","228","35","4"
"광주광역시 남구 진월동(2915570500)","13,208","13,208","875","1,773","2,035","1,268","2,041","2,157","1,667","926","431","32","3","15,108","15,108","900","2,084","1,844","1,419","2,480","2,549","1,973","1,183","573","101","2"
"광주광역시 남구 효덕동(2915571000)","7,424","7,424","662","846","923","996","1,274","1,002","943","581","184","13","0","8,131","8,131","596","851","983","1,027","1,356","1,127","1,177","647","300","60","7"
"광주광역시 남구 송암동(2915572000)","10,264","10,264","1,511","1,183","1,101","1,671","2,000","1,276","988","398","133","3","0","10,972","10,972","1,358","1,176","1,187","1,784","2,009","1,475","1,189","489","238","65","2"
"광주광역시 남구 대촌동(2915573000)","4,054","4,054","320","265","372","629","596","602","685","382","182","20","1","4,176","4,176","327","280","299","544","514","559","678","482","402","89","2"
"광주광역시 북구 (2917000000)","209,128","209,128","15,028","21,174","29,889","27,583","32,679","34,946","28,071","13,787","5,513","454","4","213,501","213,501","14,582","19,166","26,880","25,421","32,127","36,216","31,167","17,117","9,204","1,562","59"
"광주광역시 북구 중흥1동(2917051000)","2,355","2,355","98","75","318","484","373","348","348","215","85","11","0","2,195","2,195","108","82","411","424","234","249","325","219","127","15","1"
"광주광역시 북구 중흥2동(2917052000)","4,265","4,265","280","311","791","594","584","619","527","358","182","19","0","4,149","4,149","284","297","771","488","522","558","539","426","233","30","1"
"광주광역시 북구 중흥3동(2917053000)","3,414","3,414","254","224","594","624","563","488","340","212","105","10","0","3,189","3,189","247","210","542","498","456","397","367","306","144","22","0"
"광주광역시 북구 중앙동(2917055500)","2,059","2,059","131","92","268","323","306","359","335","165","74","6","0","1,869","1,869","105","91","293","267","254","275","279","177","103","22","3"
"광주광역시 북구 임동(2917057000)","4,480","4,480","347","281","587","715","683","683","579","418","179","8","0","4,685","4,685","331","269","603","724","589","678","744","499","212","35","1"
"광주광역시 북구 신안동(2917058000)","6,543","6,543","266","315","1,111","1,168","978","1,022","939","502","236","6","0","5,901","5,901","250","297","1,099","843","644","910","885","603","330","39","1"
"광주광역시 북구 용봉동(2917059000)","18,609","18,609","1,122","1,744","3,701","2,444","2,598","3,041","2,379","1,101","441","38","0","18,840","18,840","1,106","1,641","3,291","2,102","2,530","3,384","2,682","1,347","655","99","3"
"광주광역시 북구 운암1동(2917060100)","8,970","8,970","740","1,107","1,155","941","1,393","1,415","1,279","692","235","13","0","9,678","9,678","716","1,063","1,066","1,020","1,606","1,601","1,517","763","281","45","0"
"광주광역시 북구 운암2동(2917060200)","5,722","5,722","185","393","790","676","817","1,032","984","573","251","21","0","5,573","5,573","201","385","696","510","697","896","1,112","676","348","47","5"
"광주광역시 북구 운암3동(2917060300)","6,373","6,373","436","721","945","827","863","1,022","973","427","143","16","0","6,951","6,951","478","649","778","798","1,014","1,248","1,159","501","262","62","2"
"광주광역시 북구 동림동(2917061500)","11,169","11,169","947","1,167","1,439","1,605","1,898","1,783","1,403","671","238","17","1","11,642","11,642","920","970","1,261","1,587","1,871","2,074","1,701","838","358","60","2"
"광주광역시 북구 우산동(2917062000)","7,530","7,530","647","633","806","1,073","1,194","1,125","1,085","687","267","13","0","7,893","7,893","609","607","762","1,010","1,087","1,093","1,277","896","457","94","1"
"광주광역시 북구 풍향동(2917063500)","2,672","2,672","218","238","336","343","446","447","355","203","81","5","0","2,716","2,716","229","242","297","302","402","422","384","256","156","24","2"
"광주광역시 북구 문화동(2917065000)","9,882","9,882","758","815","1,200","1,420","1,465","1,593","1,527","776","303","24","1","10,309","10,309","742","708","1,095","1,386","1,353","1,689","1,708","993","534","95","6"
"광주광역시 북구 문흥1동(2917065600)","7,612","7,612","427","896","1,114","833","1,019","1,355","1,236","513","198","21","0","8,022","8,022","486","828","930","709","1,237","1,526","1,304","616","344","41","1"
"광주광역시 북구 문흥2동(2917065700)","7,164","7,164","415","695","1,190","952","1,056","1,143","973","477","236","26","1","7,911","7,911","379","642","1,141","839","1,101","1,297","1,320","712","411","68","1"
"광주광역시 북구 두암1동(2917066100)","3,634","3,634","124","270","503","393","455","648","619","414","186","22","0","3,708","3,708","111","233","482","313","410","641","721","532","233","30","2"
"광주광역시 북구 두암2동(2917066200)","7,506","7,506","305","638","1,017","837","1,039","1,348","1,291","746","268","17","0","7,817","7,817","307","583","969","726","955","1,405","1,532","880","374","83","3"
"광주광역시 북구 두암3동(2917066300)","6,062","6,062","178","358","709","597","700","1,147","1,370","704","269","30","0","6,631","6,631","172","313","653","522","608","1,162","1,492","981","623","105","0"
"광주광역시 북구 삼각동(2917066600)","6,948","6,948","435","859","1,113","830","1,050","1,346","854","327","125","9","0","6,542","6,542","362","660","848","730","1,102","1,326","850","408","218","36","2"
"광주광역시 북구 일곡동(2917066900)","13,882","13,882","979","2,203","2,280","1,357","2,080","2,792","1,432","485","243","31","0","14,600","14,600","952","1,832","1,901","1,438","2,719","2,967","1,532","692","488","76","3"
"광주광역시 북구 매곡동(2917067300)","6,539","6,539","520","832","959","758","966","1,103","848","376","158","18","1","6,909","6,909","455","728","820","761","1,096","1,327","937","440","283","59","3"
"광주광역시 북구 오치1동(2917067600)","5,225","5,225","216","463","778","646","736","1,014","841","389","129","13","0","5,020","5,020","219","428","673","501","665","962","844","440","249","39","0"
"광주광역시 북구 오치2동(2917067700)","5,765","5,765","201","379","833","752","762","1,010","1,111","508","196","13","0","6,036","6,036","229","303","730","637","659","1,086","1,233","625","446","83","5"
"광주광역시 북구 석곡동(2917068500)","1,210","1,210","27","53","117","104","116","238","307","164","79","5","0","1,144","1,144","35","46","71","80","82","188","266","193","153","29","1"
"광주광역시 북구 건국동(2917069500)","10,864","10,864","1,221","1,307","1,267","1,482","1,977","1,790","1,142","486","179","13","0","10,667","10,667","1,092","1,240","1,126","1,496","1,935","1,677","1,086","570","370","71","4"
"광주광역시 북구 양산동(2917069600)","18,330","18,330","1,678","2,031","2,449","2,680","3,317","3,027","1,987","824","313","24","0","18,195","18,195","1,618","1,884","2,205","2,445","3,048","3,084","2,156","1,050","592","109","4"
"광주광역시 북구 신용동(2917069700)","14,344","14,344","1,873","2,074","1,519","2,125","3,245","2,008","1,007","374","114","5","0","14,709","14,709","1,839","1,935","1,366","2,265","3,251","2,094","1,215","478","220","44","2"
"광주광역시 광산구 (2920000000)","201,115","201,115","16,887","25,719","29,736","26,089","35,805","35,654","20,320","7,790","2,912","201","2","197,546","197,546","16,059","24,235","26,242","24,158","36,559","33,908","19,359","9,852","6,083","1,054","37"
"광주광역시 광산구 송정1동(2920051500)","5,357","5,357","275","531","923","564","844","995","698","359","156","12","0","5,171","5,171","257","465","701","503","782","911","735","524","252","41","0"
"광주광역시 광산구 송정2동(2920052500)","3,088","3,088","152","169","444","477","407","542","432","321","136","7","1","3,209","3,209","152","151","468","382","356","515","504","425","222","34","0"
"광주광역시 광산구 도산동(2920054000)","7,463","7,463","619","762","1,119","949","1,275","1,310","820","429","173","7","0","7,304","7,304","577","684","870","950","1,150","1,258","889","581","306","38","1"
"광주광역시 광산구 신흥동(2920055000)","2,210","2,210","126","190","314","264","331","373","330","191","85","6","0","2,166","2,166","118","181","239","195","300","373","360","249","127","20","4"
"광주광역시 광산구 어룡동(2920056500)","17,054","17,054","1,814","1,975","2,086","2,490","3,424","2,636","1,687","689","241","12","0","16,225","16,225","1,707","1,888","1,710","2,381","2,941","2,488","1,752","800","453","101","4"
"광주광역시 광산구 우산동(2920058000)","14,997","14,997","1,246","1,084","2,018","2,595","2,299","2,634","2,082","770","252","17","0","14,519","14,519","1,132","1,042","1,842","2,195","2,051","2,579","1,960","909","681","125","3"
"광주광역시 광산구 월곡1동(2920060000)","5,185","5,185","286","513","830","668","673","1,011","800","302","93","9","0","4,982","4,982","265","437","703","530","682","1,049","782","311","186","37","0"
"광주광역시 광산구 월곡2동(2920061000)","7,314","7,314","409","866","1,091","813","1,127","1,489","998","382","131","8","0","7,278","7,278","380","825","1,018","718","1,203","1,461","984","426","230","31","2"
"광주광역시 광산구 비아동(2920062000)","3,919","3,919","305","417","489","413","699","853","479","183","73","8","0","3,500","3,500","277","372","366","357","618","662","413","234","168","33","0"
"광주광역시 광산구 첨단1동(2920062400)","13,591","13,591","951","1,532","2,492","2,007","1,843","2,564","1,642","382","168","10","0","13,662","13,662","892","1,567","2,163","1,748","2,140","2,919","1,386","476","314","55","2"
"광주광역시 광산구 첨단2동(2920062600)","21,310","21,310","1,574","2,645","3,956","3,069","3,416","4,028","1,901","531","177","13","0","20,932","20,932","1,507","2,424","3,624","2,661","3,769","4,043","1,671","667","486","78","2"
"광주광역시 광산구 신가동(2920063000)","9,790","9,790","986","1,485","1,384","1,147","1,879","1,855","709","249","90","6","0","9,498","9,498","933","1,364","1,261","1,075","2,000","1,632","674","355","182","22","0"
"광주광역시 광산구 운남동(2920063500)","14,473","14,473","1,113","1,887","2,152","1,734","2,567","2,759","1,494","514","229","24","0","15,253","15,253","1,123","1,680","2,089","1,735","2,729","2,937","1,537","866","486","67","4"
"광주광역시 광산구 수완동(2920063700)","37,328","37,328","3,964","6,894","5,039","3,919","8,031","6,170","2,297","786","219","9","0","38,304","38,304","3,736","6,806","4,627","4,387","9,137","5,564","2,362","1,130","460","92","3"
"광주광역시 광산구 하남동(2920064000)","13,802","13,802","1,399","1,818","2,014","1,983","2,792","2,115","1,227","353","94","7","0","12,922","12,922","1,340","1,688","1,678","1,839","2,613","2,016","1,105","395","203","43","2"
"광주광역시 광산구 임곡동(2920065000)","1,060","1,060","15","53","79","75","98","202","294","149","92","3","0","960","960","28","51","45","46","57","138","211","161","176","45","2"
"광주광역시 광산구 동곡동(2920066000)","910","910","13","37","69","78","100","162","236","150","64","1","0","818","818","13","23","54","40","53","118","169","166","159","23","0"
"광주광역시 광산구 평동(2920067000)","2,737","2,737","87","114","338","377","402","480","525","289","113","12","0","2,184","2,184","84","84","210","248","218","340","417","286","253","40","4"
"광주광역시 광산구 삼도동(2920068000)","1,121","1,121","17","58","84","81","104","219","292","181","75","10","0","1,045","1,045","27","55","47","55","78","132","210","176","219","45","1"
"광주광역시 광산구 본량동(2920069000)","974","974","8","49","56","63","110","193","241","146","98","10","0","948","948","12","38","44","55","73","115","170","190","222","28","1"
"광주광역시 광산구 신창동(2920070000)","17,432","17,432","1,528","2,640","2,759","2,323","3,384","3,064","1,136","434","153","10","1","16,666","16,666","1,499","2,410","2,483","2,058","3,609","2,658","1,068","525","298","56","2"
"대전광역시  (3000000000)","720,783","720,783","51,219","71,765","105,807","99,011","111,625","119,874","97,253","44,703","17,836","1,658","32","724,343","724,343","48,453","67,241","96,106","88,865","111,962","120,515","103,396","52,413","30,051","5,164","177"
"대전광역시 동구 (3011000000)","110,244","110,244","6,603","9,833","15,435","13,166","16,608","18,585","17,113","8,914","3,657","323","7","108,683","108,683","6,119","9,307","13,578","11,126","15,202","17,353","18,059","10,718","6,245","941","35"
"대전광역시 동구 중앙동(3011051500)","2,243","2,243","39","50","146","182","267","478","604","330","133","14","0","1,722","1,722","47","51","94","138","118","230","445","338","222","36","3"
"대전광역시 동구 효동(3011053000)","11,326","11,326","924","1,673","1,237","1,110","2,150","1,851","1,366","724","264","27","0","11,816","11,816","936","1,560","1,068","1,099","2,308","1,810","1,637","884","433","78","3"
"대전광역시 동구 신인동(3011054500)","7,510","7,510","672","600","714","1,269","1,186","1,108","1,042","619","272","26","2","7,835","7,835","630","484","725","1,208","1,056","1,231","1,282","765","395","57","2"
"대전광역시 동구 판암1동(3011055100)","5,836","5,836","371","445","704","693","797","994","1,037","550","220","24","1","6,227","6,227","294","416","603","647","773","1,085","1,143","700","496","67","3"
"대전광역시 동구 판암2동(3011055200)","3,890","3,890","106","159","338","367","503","705","911","544","237","20","0","4,165","4,165","104","165","287","271","351","637","1,008","736","526","79","1"
"대전광역시 동구 용운동(3011056000)","10,769","10,769","796","860","1,700","1,497","1,570","1,803","1,542","724","260","16","1","10,623","10,623","742","886","1,494","1,271","1,517","1,773","1,608","838","416","74","4"
"대전광역시 동구 대동(3011058500)","7,082","7,082","585","767","851","826","1,169","1,136","995","503","225","24","1","7,028","7,028","541","677","717","791","1,122","1,133","1,044","592","362","48","1"
"대전광역시 동구 자양동(3011059000)","5,830","5,830","142","426","1,688","626","666","844","805","432","194","7","0","5,094","5,094","170","436","1,317","391","469","682","813","508","264","43","1"
"대전광역시 동구 가양1동(3011062000)","6,815","6,815","290","530","1,083","716","959","1,207","1,141","615","254","20","0","6,236","6,236","279","529","779","541","850","995","1,108","708","399","47","1"
"대전광역시 동구 가양2동(3011063000)","9,411","9,411","442","851","1,525","1,145","1,325","1,647","1,472","717","263","24","0","9,442","9,442","392","830","1,511","922","1,217","1,620","1,557","837","479","76","1"
"대전광역시 동구 용전동(3011064000)","10,353","10,353","466","709","1,948","1,660","1,594","1,679","1,383","667","229","18","0","9,819","9,819","430","694","1,948","1,216","1,340","1,546","1,414","766","418","46","1"
"대전광역시 동구 성남동(3011066500)","5,475","5,475","395","385","618","639","812","957","945","503","202","19","0","5,609","5,609","319","427","522","583","733","915","1,038","643","359","65","5"
"대전광역시 동구 홍도동(3011067000)","5,774","5,774","275","403","1,105","787","809","951","877","379","175","13","0","5,547","5,547","222","369","1,042","596","651","906","915","523","279","44","0"
"대전광역시 동구 삼성동(3011069500)","6,801","6,801","314","565","736","669","993","1,256","1,244","679","313","31","1","6,601","6,601","303","533","581","555","850","1,104","1,280","833","492","69","1"
"대전광역시 동구 대청동(3011072500)","1,196","1,196","22","56","85","88","118","250","317","161","85","14","0","1,104","1,104","30","59","71","42","82","179","272","169","167","31","2"
"대전광역시 동구 산내동(3011074000)","9,933","9,933","764","1,354","957","892","1,690","1,719","1,432","767","331","26","1","9,815","9,815","680","1,191","819","855","1,765","1,507","1,495","878","538","81","6"
"대전광역시 중구 (3014000000)","110,478","110,478","6,308","10,224","14,296","12,534","16,673","19,405","16,967","9,471","4,205","384","11","114,321","114,321","6,109","9,731","13,853","11,578","16,414","18,856","18,412","11,605","6,654","1,075","34"
"대전광역시 중구 은행선화동(3014053500)","7,356","7,356","337","419","1,123","1,172","1,185","1,276","1,097","516","210","20","1","6,936","6,936","351","460","1,254","996","928","1,015","984","591","290","63","4"
"대전광역시 중구 목동(3014055000)","7,960","7,960","804","1,330","889","827","1,657","1,345","637","319","140","12","0","8,749","8,749","838","1,389","897","990","1,877","1,256","805","419","240","37","1"
"대전광역시 중구 중촌동(3014056000)","6,745","6,745","457","562","796","958","1,024","1,148","1,003","543","218","35","1","7,065","7,065","447","533","709","828","1,025","1,169","1,149","724","419","60","2"
"대전광역시 중구 대흥동(3014057500)","6,523","6,523","375","538","1,101","957","1,007","1,006","887","428","194","28","2","6,759","6,759","306","484","1,344","903","954","897","918","572","317","62","2"
"대전광역시 중구 문창동(3014060500)","2,272","2,272","75","150","221","217","304","453","465","252","128","7","0","2,119","2,119","53","121","188","162","226","327","463","314","216","47","2"
"대전광역시 중구 석교동(3014062000)","7,570","7,570","276","504","869","764","1,005","1,321","1,561","887","361","21","1","7,427","7,427","264","462","707","588","828","1,299","1,600","1,031","567","80","1"
"대전광역시 중구 대사동(3014063000)","2,622","2,622","79","152","472","308","317","430","431","257","161","15","0","2,797","2,797","61","100","582","290","258","394","500","336","237","38","1"
"대전광역시 중구 부사동(3014064000)","3,285","3,285","137","204","365","366","440","596","641","358","167","11","0","3,209","3,209","110","168","351","277","372","548","674","423","236","49","1"
"대전광역시 중구 용두동(3014065500)","4,443","4,443","183","294","787","723","611","766","555","329","184","11","0","4,729","4,729","218","362","909","612","599","668","570","448","303","39","1"
"대전광역시 중구 오류동(3014067000)","4,885","4,885","304","368","635","652","670","854","717","437","213","34","1","5,513","5,513","298","359","740","651","708","934","789","601","362","71","0"
"대전광역시 중구 태평1동(3014068000)","6,202","6,202","482","715","704","648","1,068","1,107","783","480","201","14","0","6,640","6,640","468","711","649","645","1,137","1,160","874","603","356","36","1"
