"행정구역","2023년06월_남_총인구수","2023년06월_남_연령구간인구수","2023년06월_남_0~9세","2023년06월_남_10~19세","2023년06월_남_20~29세","2023년06월_남_30~39세","2023년06월_남_40~49세","2023년06월_남_50~59세","2023년06월_남_60~69세","2023년06월_남_70~79세","2023년06월_남_80~89세","2023년06월_남_90~99세","2023년06월_남_100세 이상","2023년06월_여_총인구수","2023년06월_여_연령구간인구수","2023년06월_여_0~9세","2023년06월_여_10~19세","2023년06월_여_20~29세","2023년06월_여_30~39세","2023년06월_여_40~49세","2023년06월_여_50~59세","2023년06월_여_60~69세","2023년06월_여_70~79세","2023년06월_여_80~89세","2023년06월_여_90~99세","2023년06월_여_100세 이상"
"충청남도 계룡시 금암동(4425051000)","4,171","4,171","283","530","558","410","666","741","608","287","77","11","0","4,070","4,070","300","512","341","350","738","765","637","264","138","24","1"
"충청남도 당진시 (4427000000)","90,299","90,299","6,760","8,456","8,877","11,825","15,697","15,566","12,902","6,618","3,253","343","2","78,948","78,948","6,594","7,778","6,059","8,775","12,274","11,921","11,739","7,081","5,669","1,018","40"
"충청남도 당진시 합덕읍(4427025000)","4,383","4,383","112","282","323","334","586","810","970","575","346","45","0","3,890","3,890","86","217","185","213","358","596","892","677","553","105","8"
"충청남도 당진시 송악읍(4427025300)","16,780","16,780","1,635","1,510","1,221","2,375","3,535","2,995","2,136","936","392","45","0","13,341","13,341","1,565","1,398","802","1,871","2,351","1,844","1,756","907","717","126","4"
"충청남도 당진시 고대면(4427031000)","2,725","2,725","60","122","184","177","271","530","692","412","250","27","0","2,517","2,517","55","119","146","106","195","373","635","417","390","77","4"
"충청남도 당진시 석문면(4427032000)","5,286","5,286","149","222","465","559","815","1,220","1,102","477","252","24","1","3,683","3,683","126","195","218","257","354","670","849","499","436","77","2"
"충청남도 당진시 대호지면(4427033000)","1,185","1,185","33","36","64","61","107","184","310","253","121","16","0","1,125","1,125","19","36","35","39","58","145","308","229","209","44","3"
"충청남도 당진시 정미면(4427034000)","1,846","1,846","38","82","145","109","165","308","507","303","172","17","0","1,720","1,720","50","93","84","71","124","251","430","286","272","57","2"
"충청남도 당진시 면천면(4427035000)","1,760","1,760","35","82","119","109","181","313","484","279","138","20","0","1,682","1,682","37","79","73","79","121","276","429","282","249","54","3"
"충청남도 당진시 순성면(4427036000)","2,496","2,496","60","134","196","126","263","468","602","409","209","29","0","2,398","2,398","67","122","124","87","195","383","543","420","379","74","4"
"충청남도 당진시 우강면(4427037000)","2,738","2,738","82","171","255","187","357","467","598","404","199","18","0","2,736","2,736","102","154","167","149","262","401","608","440","396","57","0"
"충청남도 당진시 신평면(4427038000)","7,638","7,638","528","929","733","634","1,288","1,370","1,193","639","297","26","1","7,269","7,269","529","859","519","559","1,203","1,077","1,170","728","529","92","4"
"충청남도 당진시 송산면(4427039000)","6,937","6,937","404","504","663","1,112","1,363","1,275","956","399","236","25","0","4,958","4,958","414","501","312","530","799","764","748","441","387","61","1"
"충청남도 당진시 당진1동(4427051000)","16,262","16,262","1,610","1,663","2,168","3,363","3,025","2,229","1,362","593","230","19","0","14,333","14,333","1,594","1,532","1,574","2,397","2,602","2,061","1,368","717","417","69","2"
"충청남도 당진시 당진2동(4427052000)","11,532","11,532","1,318","1,381","1,198","1,677","2,127","1,778","1,212","580","246","15","0","11,037","11,037","1,257","1,275","979","1,553","1,964","1,629","1,224","640","436","79","1"
"충청남도 당진시 당진3동(4427053000)","8,731","8,731","696","1,338","1,143","1,002","1,614","1,619","778","359","165","17","0","8,259","8,259","693","1,198","841","864","1,688","1,451","779","398","299","46","2"
"충청남도 금산군 (4471000000)","25,360","25,360","995","2,161","1,965","1,684","3,037","4,805","5,760","3,179","1,595","176","3","24,913","24,913","1,022","1,929","1,479","1,499","2,568","3,919","5,261","3,573","3,117","527","19"
"충청남도 금산군 금산읍(4471025000)","11,125","11,125","646","1,238","1,145","949","1,742","2,007","1,830","1,029","497","41","1","11,599","11,599","696","1,178","893","937","1,638","1,906","1,948","1,362","895","141","5"
"충청남도 금산군 금성면(4471031000)","1,628","1,628","39","72","102","94","156","312","446","260","130","16","1","1,537","1,537","29","62","58","63","112","255","354","279","257","66","2"
"충청남도 금산군 제원면(4471032000)","1,435","1,435","31","55","98","74","113","265","416","244","125","14","0","1,302","1,302","18","32","51","49","70","194","370","232","235","49","2"
"충청남도 금산군 부리면(4471033000)","1,222","1,222","28","26","49","48","110","236","365","215","126","19","0","1,206","1,206","28","46","34","32","56","143","304","232","287","42","2"
"충청남도 금산군 군북면(4471034000)","1,230","1,230","36","67","58","56","116","241","351","188","105","12","0","1,181","1,181","54","50","39","48","92","150","293","218","196","40","1"
"충청남도 금산군 남일면(4471035000)","1,434","1,434","39","229","73","63","113","235","350","207","110","15","0","1,373","1,373","26","203","39","56","84","162","298","209","257","37","2"
"충청남도 금산군 남이면(4471036000)","1,041","1,041","21","84","41","34","65","219","323","142","101","11","0","989","989","19","63","29","30","48","155","255","183","185","19","3"
"충청남도 금산군 진산면(4471037000)","1,602","1,602","35","99","77","62","137","350","423","273","132","14","0","1,565","1,565","31","75","77","61","111","256","381","264","271","38","0"
"충청남도 금산군 복수면(4471038000)","1,529","1,529","19","78","88","83","149","308","429","254","105","15","1","1,397","1,397","33","55","64","78","99","211","364","233","218","41","1"
"충청남도 금산군 추부면(4471039000)","3,114","3,114","101","213","234","221","336","632","827","367","164","19","0","2,764","2,764","88","165","195","145","258","487","694","361","316","54","1"
"충청남도 부여군 (4476000000)","30,702","30,702","1,195","2,219","2,585","2,012","3,425","5,234","7,037","4,299","2,386","307","3","30,983","30,983","1,066","1,958","1,891","1,696","2,872","4,554","6,824","4,908","4,306","884","24"
"충청남도 부여군 부여읍(4476025000)","9,302","9,302","420","844","1,052","749","1,160","1,709","1,831","1,012","478","47","0","9,455","9,455","380","770","747","684","1,098","1,642","1,933","1,214","813","168","6"
"충청남도 부여군 규암면(4476031000)","5,766","5,766","407","619","627","489","835","1,018","978","490","269","34","0","5,959","5,959","367","572","567","515","828","878","1,019","608","505","97","3"
"충청남도 부여군 은산면(4476032000)","1,811","1,811","48","83","131","85","163","303","512","308","157","20","1","1,769","1,769","32","93","83","51","121","258","476","317","293","45","0"
"충청남도 부여군 외산면(4476033000)","1,121","1,121","21","65","67","43","86","189","287","227","122","14","0","1,134","1,134","11","29","28","35","66","158","297","256","199","50","5"
"충청남도 부여군 내산면(4476034000)","752","752","19","36","29","35","50","118","224","152","77","12","0","742","742","15","22","16","26","40","99","184","160","151","29","0"
"충청남도 부여군 구룡면(4476035000)","1,113","1,113","25","62","58","54","111","187","262","203","131","20","0","1,136","1,136","20","48","48","39","67","154","259","235","222","42","2"
"충청남도 부여군 홍산면(4476036000)","1,321","1,321","44","64","80","70","130","197","346","230","143","17","0","1,406","1,406","37","62","51","44","106","187","332","292","246","47","2"
"충청남도 부여군 옥산면(4476037000)","672","672","7","22","30","31","59","105","195","147","69","7","0","708","708","8","30","25","13","32","88","184","152","142","34","0"
"충청남도 부여군 남면(4476038000)","850","850","21","43","47","36","82","112","227","150","118","14","0","895","895","10","31","36","19","51","99","214","203","185","46","1"
"충청남도 부여군 충화면(4476039000)","568","568","7","21","29","32","33","91","161","116","67","11","0","527","527","13","3","17","13","27","58","149","102","116","29","0"
"충청남도 부여군 양화면(4476040000)","771","771","15","25","27","28","61","100","231","153","116","15","0","857","857","15","22","25","18","47","94","209","171","208","48","0"
"충청남도 부여군 임천면(4476041000)","1,356","1,356","37","52","86","68","119","210","360","251","150","23","0","1,368","1,368","48","55","40","46","81","166","313","284","284","50","1"
"충청남도 부여군 장암면(4476042000)","1,323","1,323","32","62","78","71","121","205","359","214","153","27","1","1,274","1,274","27","36","45","56","67","158","278","260","280","67","0"
"충청남도 부여군 세도면(4476043000)","1,512","1,512","28","63","100","88","151","231","392","285","149","24","1","1,460","1,460","31","63","54","52","90","197","385","280","257","50","1"
"충청남도 부여군 석성면(4476044000)","1,425","1,425","38","109","99","75","152","299","347","202","94","10","0","1,286","1,286","31","84","75","38","96","196","312","207","202","43","2"
"충청남도 부여군 초촌면(4476045000)","1,039","1,039","26","49","45","58","112","160","325","159","93","12","0","1,007","1,007","21","38","34","47","55","122","280","167","203","39","1"
"충청남도 서천군 (4477000000)","24,486","24,486","961","1,576","1,905","1,636","2,750","4,297","5,490","3,622","1,999","247","3","25,070","25,070","928","1,522","1,375","1,332","2,310","3,557","5,396","4,228","3,630","773","19"
"충청남도 서천군 장항읍(4477025000)","5,520","5,520","268","409","530","475","718","1,072","1,049","656","310","32","1","5,477","5,477","240","398","409","426","619","857","1,063","810","566","86","3"
"충청남도 서천군 서천읍(4477025300)","6,333","6,333","390","699","681","480","822","1,137","1,101","674","305","44","0","6,690","6,690","412","646","514","450","928","1,079","1,184","787","574","113","3"
"충청남도 서천군 마서면(4477031000)","2,294","2,294","50","108","123","134","242","441","590","362","211","32","1","2,342","2,342","53","109","92","94","164","315","516","487","414","97","1"
"충청남도 서천군 화양면(4477032000)","1,063","1,063","20","30","54","54","94","147","274","207","161","22","0","1,090","1,090","16","18","29","38","54","120","248","240","263","64","0"
"충청남도 서천군 기산면(4477033000)","767","767","7","28","35","28","81","107","219","141","106","15","0","778","778","10","20","25","22","36","95","195","168","151","54","2"
"충청남도 서천군 한산면(4477034000)","1,136","1,136","30","45","53","55","113","176","266","222","154","22","0","1,268","1,268","20","50","42","38","80","159","291","235","295","58","0"
"충청남도 서천군 마산면(4477035000)","677","677","17","24","42","33","52","97","184","131","90","7","0","747","747","19","35","18","30","31","84","180","135","175","40","0"
"충청남도 서천군 시초면(4477036000)","591","591","15","18","31","29","44","86","164","105","87","11","1","616","616","12","14","24","18","27","67","146","124","154","28","2"
"충청남도 서천군 문산면(4477037000)","610","610","21","12","21","21","54","79","170","130","97","5","0","598","598","9","9","13","20","28","59","168","143","123","25","1"
"충청남도 서천군 판교면(4477038000)","981","981","10","29","43","36","75","137","298","218","119","16","0","1,019","1,019","20","31","35","22","51","125","264","210","208","52","1"
"충청남도 서천군 종천면(4477039000)","969","969","19","33","50","56","80","158","256","210","96","11","0","1,032","1,032","16","44","31","35","58","112","245","217","219","52","3"
"충청남도 서천군 비인면(4477040000)","1,428","1,428","39","37","101","91","104","266","398","262","115","15","0","1,410","1,410","15","37","47","53","79","193","396","300","229","60","1"
"충청남도 서천군 서면(4477041000)","2,117","2,117","75","104","141","144","271","394","521","304","148","15","0","2,003","2,003","86","111","96","86","155","292","500","372","259","44","2"
"충청남도 청양군 (4479000000)","15,430","15,430","532","1,042","1,456","1,024","1,597","2,732","3,559","2,094","1,223","169","2","14,802","14,802","495","944","967","827","1,169","2,135","3,298","2,281","2,252","430","4"
"충청남도 청양군 청양읍(4479025000)","5,168","5,168","270","554","776","445","641","848","869","483","237","43","2","4,974","4,974","253","522","532","395","575","762","867","536","431","100","1"
"충청남도 청양군 운곡면(4479031000)","1,058","1,058","22","40","92","50","81","178","299","159","120","17","0","1,038","1,038","16","41","45","29","59","156","245","194","217","36","0"
"충청남도 청양군 대치면(4479032000)","1,175","1,175","26","50","78","62","116","229","313","194","99","8","0","1,059","1,059","29","40","50","45","71","170","268","174","171","41","0"
"충청남도 청양군 정산면(4479033000)","1,780","1,780","56","132","155","146","194","320","401","229","124","23","0","1,650","1,650","69","97","92","102","144","259","364","248","236","39","0"
"충청남도 청양군 목면(4479034000)","773","773","20","38","52","34","69","151","210","111","78","10","0","694","694","11","32","25","33","43","102","171","115","133","29","0"
"충청남도 청양군 청남면(4479035000)","945","945","31","44","54","58","87","186","232","166","75","12","0","880","880","19","44","31","36","49","101","225","160","183","32","0"
